group,level_1,distance_miles,p10,p50,p90
A,p10,1.0402960821593514,,,
A,p50,4.396095256363422,,,
A,p90,10.605384996096117,,,
B,p10,0.8615139784636103,,,
B,p50,2.1447824864767284,,,
B,p90,5.09123810530552,,,
All,,,0.9246958757170416,2.614883966356245,9.313053225214052
