group,level_1,distance_miles,p10,p50,p90
A,p10,0.8405101752404391,,,
A,p50,3.333071931930923,,,
A,p90,8.039553752051898,,,
B,p10,0.7937956944083597,,,
B,p50,1.9693984492927379,,,
B,p90,6.795088276354921,,,
All,,,0.8007055170746142,2.2988354073332693,7.11857088239891
