group,level_1,distance_miles,p10,p50,p90
A,p10,1.0402960821593514,,,
A,p50,4.945252366852344,,,
A,p90,10.777456502354452,,,
B,p10,0.8615139784636103,,,
B,p50,2.1895095776238827,,,
B,p90,4.832860184581857,,,
All,,,0.9246958757170416,2.683889925877623,9.57431395708641
