group,level_1,distance_miles,p10,p50,p90
A,p10,1.0402960821593514,,,
A,p50,6.516430581096105,,,
A,p90,15.026238993321398,,,
B,p10,0.8615139784636103,,,
B,p50,2.2213997135404258,,,
B,p90,6.256389534503087,,,
All,,,0.9246958757170416,2.6911931641555817,10.767762748195393
