group,level_1,distance_miles,p10,p50,p90
A,p10,0.8405101752404391,,,
A,p50,3.87289293548423,,,
A,p90,10.687405317440277,,,
B,p10,0.7937956944083597,,,
B,p50,2.0601297517491273,,,
B,p90,7.076829337654121,,,
All,,,0.8007055170746142,2.4623741027723263,9.95160463381384
